"","age","drinks","drugs","height","orientation","sex","sign","ethnicity"
"53488",23,"socially","never",62,"straight","f","scorpio","white"
"53489",28,"socially","never",60,"straight","f","capricorn","white"
"53490",28,"socially","never",68,"straight","f","pisces","mixed"
"53491",27,"rarely","never",70,"straight","f","scorpio","white"
"53492",34,"often","sometimes",63,"straight","f","aries","white"
"53496",26,"socially","never",62,"straight","f","cancer","hispanic / latin"
"53497",31,"socially","sometimes",69,"straight","m","capricorn","white"
"53499",26,"socially","never",74,"straight","m","virgo","white"
"53500",31,"socially","never",63,"straight","f","sagittarius","white"
"53501",23,"socially","never",70,"straight","m","taurus","middle eastern"
"53503",40,"rarely","never",59,"straight","f","aries","white"
"53504",23,"socially","never",68,"straight","f","capricorn","black"
"53505",30,"socially","sometimes",71,"straight","f","scorpio","white"
"53506",35,"socially","never",66,"straight","f","aries","white"
"53507",24,"socially","sometimes",63,"bisexual","f","cancer","black"
"53508",24,"rarely","never",63,"straight","f","cancer","white"
"53509",43,"rarely","never",66,"straight","m","capricorn","mixed"
"53510",30,"rarely","never",57,"straight","f","gemini","hispanic / latin"
"53512",28,"often","never",65,"straight","f","scorpio","white"
"53513",23,"socially","never",68,"straight","m","libra","white"
"53515",26,"often","never",67,"straight","f","sagittarius","hispanic / latin"
"53517",46,"socially","never",73,"straight","m","aquarius","black"
"53518",47,"rarely","never",64,"gay","f","virgo","white"
"53520",51,"not at all","never",72,"straight","m","taurus","white"
"53521",34,"socially","never",75,"straight","m","gemini","white"
"53522",34,"not at all","never",66,"straight","f","sagittarius","white"
"53523",46,"rarely","never",67,"straight","f","taurus","hispanic / latin"
"53524",31,"socially","never",63,"straight","f","sagittarius","white"
"53526",30,"rarely","never",64,"straight","f","gemini","mixed"
"53529",30,"socially","never",66,"straight","f","scorpio","white"
"53530",20,"not at all","never",70,"straight","f","sagittarius","white"
"53533",34,"socially","sometimes",68,"straight","m","taurus","indian"
"53535",26,"rarely","never",66,"straight","f","leo","hispanic / latin"
"53539",43,"socially","sometimes",68,"straight","f","virgo","mixed"
"53540",25,"not at all","never",64,"gay","f","aries","asian"
"53543",29,"socially","never",61,"straight","f","leo","asian"
"53545",21,"socially","never",67,"straight","f","leo","black"
"53546",51,"socially","never",68,"straight","f","virgo","white"
"53547",29,"socially","never",71,"straight","f","leo","white"
"53548",25,"socially","never",59,"straight","f","scorpio","mixed"
"53551",25,"not at all","never",69,"straight","m","cancer","black"
"53552",37,"socially","sometimes",67,"straight","f","aquarius","white"
"53554",27,"very often","never",64,"straight","f","capricorn","mixed"
"53555",46,"socially","never",65,"straight","f","scorpio","black"
"53557",24,"socially","never",61,"straight","f","leo","hispanic / latin"
"53558",35,"socially","never",61,"straight","f","aquarius","asian"
"53560",29,"socially","never",72,"gay","f","sagittarius","black"
"53561",24,"socially","never",64,"straight","f","capricorn","white"
"53562",20,"often","never",63,"straight","f","virgo","mixed"
"53564",29,"often","never",64,"straight","f","gemini","white"
"53565",32,"socially","never",65,"straight","f","leo","asian"
"53566",30,"socially","never",65,"straight","f","leo","white"
"53567",33,"socially","never",66,"straight","f","scorpio","asian"
"53569",30,"socially","sometimes",67,"straight","f","aquarius","white"
"53573",34,"socially","never",64,"straight","f","gemini","mixed"
"53574",46,"socially","never",68,"straight","f","sagittarius","white"
"53575",37,"socially","never",66,"straight","f","sagittarius","mixed"
"53576",31,"socially","never",63,"straight","f","cancer","black"
"53577",33,"socially","never",66,"bisexual","f","aries","white"
"53578",44,"socially","never",69,"straight","m","leo","black"
"53579",35,"socially","never",72,"straight","m","leo","white"
"53581",28,"socially","sometimes",64,"straight","f","libra","mixed"
"53582",60,"socially","never",71,"straight","f","pisces","white"
"53585",24,"socially","never",67,"straight","m","scorpio","white"
"53587",25,"socially","never",59,"straight","f","cancer","white"
"53588",25,"socially","never",70,"straight","f","scorpio","white"
"53589",27,"socially","never",65,"straight","f","virgo","white"
"53590",20,"very often","never",66,"bisexual","f","leo","white"
"53591",27,"socially","never",74,"straight","m","libra","white"
"53592",41,"socially","never",70,"straight","m","gemini","white"
"53593",24,"often","never",74,"straight","m","taurus","white"
"53594",39,"socially","never",75,"straight","m","pisces","mixed"
"53595",36,"socially","sometimes",72,"straight","m","libra","white"
"53600",40,"often","never",71,"straight","m","taurus","white"
"53601",24,"socially","sometimes",67,"gay","f","libra","white"
"53602",44,"socially","sometimes",72,"straight","m","cancer","white"
"53603",25,"socially","never",60,"bisexual","f","taurus","mixed"
"53606",38,"socially","never",71,"straight","m","taurus","indian"
"53613",43,"socially","never",72,"straight","m","aries","asian"
"53614",27,"socially","sometimes",66,"straight","f","taurus","mixed"
"53619",43,"socially","sometimes",75,"straight","m","cancer","white"
"53622",35,"rarely","never",66,"straight","f","leo","indian"
"53624",21,"not at all","never",62,"straight","f","gemini","mixed"
"53625",39,"socially","never",64,"straight","f","leo","white"
"53629",33,"socially","never",65,"straight","f","capricorn","white"
"53632",59,"socially","never",66,"straight","f","aries","white"
"53634",52,"rarely","never",70,"straight","f","virgo","white"
"53635",33,"not at all","never",61,"straight","f","gemini","white"
"53636",24,"socially","never",63,"gay","m","taurus","asian"
"53637",42,"socially","never",64,"straight","f","aquarius","white"
"53638",20,"not at all","never",64,"straight","f","capricorn","asian"
"53640",57,"rarely","never",65,"straight","f","sagittarius","white"
"53642",27,"rarely","never",70,"straight","m","cancer","indian"
"53644",55,"socially","sometimes",67,"straight","f","aries","white"
"53645",49,"socially","never",64,"straight","f","aries","hispanic / latin"
"53646",26,"socially","never",69,"straight","m","leo","middle eastern"
"53651",28,"socially","never",65,"straight","f","gemini","white"
"53652",29,"often","never",70,"straight","m","leo","white"
"53653",26,"socially","sometimes",66,"straight","m","aquarius","white"
"53654",30,"socially","never",71,"straight","m","taurus","asian"
"53656",39,"socially","never",60,"straight","f","aries","white"
"53657",42,"rarely","never",70,"straight","m","scorpio","white"
"53659",36,"socially","never",76,"straight","m","leo","white"
"53660",23,"socially","never",68,"straight","m","virgo","hispanic / latin"
"53664",28,"socially","never",68,"straight","f","scorpio","white"
"53666",23,"not at all","never",67,"gay","f","leo","white"
"53668",27,"socially","never",72,"gay","f","cancer","white"
"53669",50,"socially","never",70,"straight","f","aquarius","white"
"53670",28,"socially","never",64,"straight","f","capricorn","white"
"53671",31,"socially","never",66,"straight","f","libra","white"
"53675",34,"socially","never",74,"straight","m","virgo","white"
"53676",42,"socially","never",69,"straight","m","libra","hispanic / latin"
"53677",38,"rarely","never",70,"straight","m","cancer","white"
"53678",38,"often","never",72,"straight","m","scorpio","white"
"53679",35,"socially","never",64,"straight","f","aries","asian"
"53680",33,"socially","never",66,"straight","f","gemini","white"
"53681",39,"socially","never",67,"straight","f","scorpio","white"
"53682",48,"socially","never",70,"straight","m","cancer","white"
"53683",27,"socially","never",66,"straight","f","taurus","white"
"53684",19,"rarely","sometimes",60,"straight","f","libra","white"
"53685",31,"socially","never",65,"straight","f","cancer","white"
"53687",50,"socially","never",71,"straight","m","virgo","white"
"53688",34,"socially","never",69,"straight","m","aries","mixed"
"53689",47,"socially","never",71,"gay","f","aquarius","hispanic / latin"
"53690",35,"socially","never",75,"straight","m","sagittarius","mixed"
"53691",26,"socially","never",63,"straight","f","sagittarius","asian"
"53692",38,"rarely","never",72,"straight","m","sagittarius","white"
"53693",27,"socially","never",71,"gay","m","leo","mixed"
"53697",34,"socially","never",65,"straight","f","taurus","white"
"53699",29,"socially","never",69,"gay","m","taurus","hispanic / latin"
"53702",28,"socially","never",67,"straight","f","libra","white"
"53703",38,"socially","never",67,"straight","f","pisces","white"
"53704",21,"socially","sometimes",64,"bisexual","f","aquarius","white"
"53706",37,"socially","never",64,"straight","f","capricorn","asian"
"53707",32,"rarely","never",65,"straight","m","gemini","hispanic / latin"
"53709",23,"not at all","never",72,"straight","m","cancer","white"
"53711",43,"not at all","never",73,"straight","m","scorpio","white"
"53713",29,"rarely","never",70,"straight","m","capricorn","white"
"53716",33,"socially","never",73,"straight","m","scorpio","white"
"53717",36,"socially","never",68,"straight","m","sagittarius","white"
"53718",23,"socially","sometimes",65,"straight","f","aquarius","mixed"
"53719",23,"socially","never",63,"straight","f","libra","white"
"53724",47,"socially","never",63,"straight","f","libra","white"
"53726",22,"socially","never",67,"straight","f","aries","mixed"
"53729",21,"socially","never",70,"straight","m","aries","white"
"53730",26,"socially","never",66,"straight","m","aries","asian"
"53731",46,"not at all","never",63,"straight","f","capricorn","asian"
"53733",37,"socially","never",68,"straight","m","aries","asian"
"53737",33,"socially","never",72,"straight","m","gemini","white"
"53738",29,"socially","never",64,"straight","f","aries","mixed"
"53740",28,"socially","sometimes",70,"straight","m","virgo","white"
"53741",27,"rarely","never",68,"straight","m","taurus","mixed"
"53744",56,"socially","never",73,"straight","m","aquarius","white"
"53745",27,"rarely","never",68,"straight","f","gemini","black"
"53747",22,"socially","never",64,"straight","f","leo","white"
"53748",54,"socially","never",62,"straight","f","aquarius","white"
"53749",34,"socially","never",66,"straight","f","capricorn","white"
"53751",27,"socially","never",67,"straight","f","leo","white"
"53754",23,"socially","never",73,"straight","m","leo","mixed"
"53757",30,"socially","never",65,"straight","f","sagittarius","white"
"53759",34,"rarely","never",74,"straight","m","taurus","white"
"53760",37,"socially","never",66,"straight","f","libra","white"
"53761",26,"socially","never",64,"straight","m","aries","asian"
"53762",29,"socially","never",68,"straight","m","scorpio","asian"
"53764",26,"socially","sometimes",67,"straight","f","leo","white"
"53765",37,"rarely","sometimes",77,"bisexual","m","leo","white"
"53767",25,"socially","never",71,"straight","m","leo","white"
"53768",24,"socially","never",68,"straight","f","leo","white"
"53770",42,"rarely","sometimes",61,"straight","f","leo","white"
"53772",24,"socially","never",66,"straight","f","leo","white"
"53773",33,"socially","never",65,"straight","f","cancer","white"
"53776",37,"often","never",68,"gay","f","scorpio","white"
"53779",37,"not at all","never",62,"straight","f","gemini","mixed"
"53782",31,"socially","never",67,"straight","f","libra","mixed"
"53784",35,"socially","never",68,"straight","m","taurus","white"
"53787",26,"socially","never",71,"straight","m","aries","mixed"
"53788",23,"often","sometimes",64,"bisexual","f","libra","white"
"53789",24,"socially","never",76,"straight","m","taurus","white"
"53790",37,"socially","never",70,"straight","m","scorpio","white"
"53791",25,"socially","never",64,"gay","f","aries","asian"
"53792",25,"rarely","never",64,"gay","f","aries","asian"
"53794",44,"socially","never",71,"straight","m","capricorn","white"
"53795",31,"socially","never",68,"bisexual","f","aries","white"
"53797",42,"rarely","never",65,"bisexual","f","aries","white"
"53798",49,"rarely","never",72,"gay","m","leo","white"
"53800",27,"socially","never",70,"straight","m","aries","mixed"
"53804",50,"socially","never",69,"gay","m","gemini","white"
"53805",35,"socially","never",63,"straight","f","pisces","white"
"53807",31,"socially","never",70,"straight","m","gemini","mixed"
"53808",20,"rarely","sometimes",70,"gay","f","capricorn","black"
"53809",21,"very often","sometimes",63,"straight","f","libra","white"
"53812",61,"not at all","never",74,"straight","m","sagittarius","white"
"53813",55,"socially","never",66,"straight","f","scorpio","white"
"53814",56,"rarely","never",72,"straight","m","pisces","white"
"53816",30,"socially","never",74,"straight","m","pisces","mixed"
"53817",37,"socially","sometimes",71,"straight","m","aquarius","mixed"
"53818",21,"socially","sometimes",63,"straight","f","leo","white"
"53819",24,"socially","never",71,"straight","m","scorpio","white"
"53821",43,"socially","never",68,"straight","f","cancer","white"
"53822",33,"socially","never",67,"straight","f","aquarius","white"
"53823",52,"socially","never",63,"straight","f","scorpio","white"
"53827",63,"socially","never",67,"straight","f","aquarius","white"
"53828",28,"often","sometimes",69,"straight","m","leo","mixed"
"53829",26,"often","never",66,"straight","f","aquarius","white"
"53830",32,"socially","never",63,"straight","f","capricorn","white"
"53831",35,"socially","never",67,"straight","m","scorpio","asian"
"53833",36,"rarely","never",63,"straight","f","capricorn","white"
"53834",28,"socially","never",66,"straight","f","taurus","white"
"53835",40,"socially","never",64,"straight","f","cancer","white"
"53837",23,"socially","never",69,"straight","f","scorpio","white"
"53838",29,"socially","never",65,"straight","f","gemini","mixed"
"53839",32,"socially","never",60,"bisexual","f","aquarius","mixed"
"53841",53,"socially","never",63,"straight","f","taurus","white"
"53842",20,"rarely","never",61,"straight","f","sagittarius","asian"
"53843",35,"socially","never",70,"straight","m","pisces","black"
"53845",57,"socially","never",73,"straight","m","libra","white"
"53846",39,"socially","never",68,"straight","m","scorpio","white"
"53847",28,"often","never",66,"straight","f","aries","white"
"53848",50,"socially","never",65,"straight","f","scorpio","white"
"53851",25,"socially","sometimes",71,"straight","m","virgo","black"
"53852",25,"socially","never",74,"straight","m","leo","white"
"53853",22,"socially","never",67,"straight","f","virgo","white"
"53854",46,"often","never",70,"straight","f","aquarius","white"
"53855",25,"socially","never",71,"straight","f","gemini","white"
"53859",27,"socially","never",61,"straight","f","pisces","mixed"
"53860",40,"socially","never",66,"straight","f","pisces","native american"
"53862",45,"often","never",64,"straight","f","aries","white"
"53863",29,"often","never",72,"straight","m","sagittarius","white"
"53864",24,"socially","never",74,"straight","m","aries","white"
"53865",23,"socially","never",73,"straight","m","gemini","white"
"53866",63,"socially","sometimes",70,"straight","m","scorpio","white"
"53867",52,"socially","never",63,"gay","f","virgo","black"
"53868",27,"socially","never",70,"straight","m","virgo","middle eastern"
"53869",30,"socially","never",71,"straight","m","libra","indian"
"53873",33,"socially","never",63,"straight","f","aquarius","white"
"53874",35,"socially","never",65,"straight","f","scorpio","white"
"53877",48,"socially","never",62,"straight","f","gemini","white"
"53878",19,"socially","never",67,"straight","f","pisces","white"
"53879",41,"socially","never",65,"straight","f","libra","white"
"53880",48,"socially","never",66,"straight","f","aries","white"
"53881",23,"socially","never",63,"straight","f","aquarius","white"
"53884",36,"socially","never",66,"gay","m","taurus","asian"
"53888",43,"socially","sometimes",69,"bisexual","f","capricorn","white"
"53894",34,"not at all","never",64,"straight","f","taurus","white"
"53896",22,"socially","never",64,"straight","f","pisces","white"
"53897",43,"socially","never",68,"straight","m","cancer","white"
"53898",34,"socially","never",69,"straight","f","aries","white"
"53899",50,"socially","never",65,"straight","f","cancer","white"
"53901",30,"socially","never",67,"straight","f","capricorn","white"
"53904",27,"socially","sometimes",72,"straight","m","taurus","white"
"53907",23,"often","sometimes",68,"bisexual","f","scorpio","white"
"53910",35,"rarely","never",68,"straight","f","taurus","hispanic / latin"
"53913",26,"socially","never",65,"straight","f","libra","white"
"53914",26,"rarely","never",63,"straight","f","gemini","white"
"53916",30,"rarely","never",70,"straight","m","leo","asian"
"53917",23,"socially","never",62,"straight","f","aries","white"
"53918",22,"socially","sometimes",72,"straight","m","libra","white"
"53921",30,"socially","never",62,"straight","f","virgo","white"
"53922",45,"not at all","never",63,"straight","f","virgo","white"
"53924",34,"socially","never",72,"straight","m","scorpio","white"
"53926",29,"socially","never",69,"straight","m","aquarius","indian"
"53929",28,"often","sometimes",73,"gay","m","cancer","white"
"53934",51,"rarely","never",65,"straight","f","gemini","white"
"53935",43,"often","sometimes",67,"straight","m","aries","white"
"53936",30,"socially","sometimes",65,"straight","m","pisces","white"
"53938",20,"not at all","never",68,"straight","m","scorpio","mixed"
"53939",49,"socially","never",63,"straight","f","capricorn","hispanic / latin"
"53940",24,"socially","sometimes",71,"straight","m","capricorn","white"
"53942",21,"not at all","never",67,"straight","m","libra","hispanic / latin"
"53944",30,"socially","never",71,"straight","m","pisces","white"
"53945",45,"socially","never",70,"straight","f","scorpio","white"
"53946",27,"socially","never",71,"gay","m","cancer","white"
"53947",36,"very often","never",74,"straight","m","gemini","white"
"53949",31,"socially","never",68,"straight","m","capricorn","asian"
"53950",23,"socially","never",70,"straight","m","sagittarius","mixed"
"53952",43,"socially","never",69,"straight","m","taurus","asian"
"53953",43,"socially","never",66,"straight","m","gemini","asian"
"53955",51,"rarely","never",66,"bisexual","f","cancer","mixed"
"53956",22,"socially","never",62,"straight","f","sagittarius","mixed"
"53957",22,"often","sometimes",62,"bisexual","f","gemini","mixed"
"53958",39,"socially","never",65,"straight","f","sagittarius","mixed"
"53959",23,"socially","never",68,"straight","f","pisces","asian"
"53961",45,"socially","never",64,"straight","f","aquarius","white"
"53966",32,"socially","never",70,"straight","m","aries","white"
"53968",29,"socially","never",71,"straight","m","virgo","white"
"53969",24,"socially","never",65,"straight","f","taurus","mixed"
"53970",31,"socially","never",71,"straight","m","virgo","white"
"53972",24,"not at all","never",62,"gay","f","cancer","mixed"
"53973",24,"not at all","never",67,"straight","f","scorpio","asian"
"53974",44,"socially","sometimes",67,"bisexual","f","aquarius","mixed"
"53975",27,"socially","never",60,"straight","f","pisces","hispanic / latin"
"53976",49,"socially","never",62,"straight","f","scorpio","mixed"
"53979",26,"socially","never",64,"straight","f","aquarius","white"
"53986",41,"not at all","never",69,"straight","f","libra","white"
"53987",38,"socially","never",68,"straight","f","taurus","white"
"53988",28,"socially","sometimes",61,"straight","f","capricorn","white"
"53989",27,"rarely","never",71,"straight","m","scorpio","white"
"53991",26,"not at all","sometimes",72,"straight","m","leo","white"
"53992",28,"socially","sometimes",68,"straight","m","taurus","mixed"
"53994",29,"socially","never",72,"straight","m","libra","white"
"53996",22,"socially","never",76,"straight","m","virgo","asian"
"53999",31,"socially","never",66,"straight","f","libra","asian"
"54000",36,"socially","never",60,"gay","f","gemini","middle eastern"
"54002",32,"socially","never",67,"straight","f","libra","white"
"54004",23,"socially","never",75,"gay","m","pisces","white"
"54005",25,"socially","sometimes",67,"straight","m","libra","white"
"54008",45,"rarely","never",71,"bisexual","f","virgo","black"
"54011",40,"socially","never",67,"straight","m","taurus","white"
"54012",36,"socially","never",64,"straight","f","aries","white"
"54013",36,"socially","never",61,"gay","f","leo","white"
"54015",48,"not at all","never",61,"straight","f","libra","white"
"54017",22,"socially","never",59,"straight","f","cancer","hispanic / latin"
"54018",25,"socially","never",60,"straight","f","libra","white"
"54019",32,"socially","never",65,"straight","f","gemini","hispanic / latin"
"54020",21,"not at all","never",66,"straight","f","gemini","hispanic / latin"
"54022",24,"often","often",66,"straight","f","leo","asian"
"54023",44,"socially","sometimes",70,"straight","m","sagittarius","white"
"54024",25,"not at all","never",89,"straight","m","pisces","mixed"
"54026",28,"socially","sometimes",69,"straight","m","gemini","white"
"54027",28,"socially","never",67,"straight","f","taurus","white"
"54028",33,"rarely","never",60,"straight","f","capricorn","asian"
"54030",29,"socially","never",71,"straight","m","scorpio","white"
"54034",37,"socially","never",64,"straight","f","virgo","white"
"54035",29,"socially","never",68,"straight","f","leo","white"
"54036",22,"often","never",59,"straight","f","libra","white"
"54038",19,"rarely","never",63,"bisexual","f","sagittarius","hispanic / latin"
"54042",28,"socially","never",66,"straight","f","cancer","mixed"
"54044",24,"not at all","sometimes",67,"gay","m","taurus","white"
"54045",24,"socially","never",70,"straight","m","aries","mixed"
"54051",33,"rarely","never",65,"straight","f","taurus","white"
"54052",31,"often","sometimes",75,"straight","m","gemini","white"
"54053",42,"socially","never",66,"straight","f","gemini","white"
"54054",25,"socially","never",63,"straight","f","aries","asian"
"54056",25,"socially","never",66,"straight","f","leo","mixed"
"54057",25,"very often","sometimes",66,"bisexual","f","gemini","white"
"54058",24,"rarely","never",64,"gay","f","libra","mixed"
"54060",26,"often","sometimes",68,"straight","f","pisces","mixed"
"54061",36,"not at all","never",66,"straight","f","cancer","white"
"54062",20,"socially","never",62,"straight","f","gemini","white"
"54064",38,"socially","never",64,"straight","f","sagittarius","mixed"
"54065",18,"rarely","never",70,"straight","m","libra","middle eastern"
"54066",26,"socially","sometimes",72,"straight","m","leo","white"
"54067",42,"socially","never",69,"straight","m","aquarius","mixed"
"54068",35,"socially","sometimes",71,"straight","f","gemini","white"
"54069",50,"rarely","never",68,"straight","m","virgo","mixed"
"54072",20,"socially","sometimes",72,"straight","m","libra","white"
"54073",49,"socially","never",68,"straight","f","virgo","black"
"54074",24,"often","sometimes",70,"straight","f","virgo","white"
"54078",49,"socially","never",60,"straight","f","capricorn","white"
"54081",25,"socially","never",62,"straight","f","libra","white"
"54082",25,"socially","never",74,"straight","m","aquarius","white"
"54083",34,"socially","never",60,"straight","f","capricorn","white"
"54084",42,"not at all","never",64,"straight","f","sagittarius","white"
"54085",27,"often","never",67,"straight","f","virgo","white"
"54087",63,"rarely","sometimes",60,"straight","f","leo","white"
"54089",32,"socially","never",70,"straight","m","leo","white"
"54095",31,"socially","never",71,"straight","f","virgo","white"
"54096",32,"socially","never",64,"straight","f","leo","white"
"54097",24,"socially","never",68,"straight","f","capricorn","white"
"54099",44,"socially","never",71,"straight","m","pisces","white"
"54101",28,"socially","never",67,"straight","m","leo","mixed"
"54102",24,"socially","sometimes",66,"straight","f","libra","white"
"54103",31,"socially","never",70,"straight","m","pisces","mixed"
"54104",53,"socially","never",65,"straight","f","libra","white"
"54106",30,"socially","never",66,"straight","m","gemini","asian"
"54107",40,"often","sometimes",71,"gay","m","aries","white"
"54108",28,"socially","never",60,"gay","f","libra","mixed"
"54109",51,"socially","never",68,"straight","m","libra","mixed"
"54115",50,"socially","never",72,"straight","m","cancer","white"
"54116",25,"socially","never",69,"straight","f","virgo","white"
"54117",35,"rarely","never",69,"straight","m","aries","white"
"54119",49,"rarely","never",76,"straight","m","capricorn","white"
"54121",24,"socially","never",63,"straight","f","cancer","mixed"
"54122",20,"socially","never",68,"bisexual","f","pisces","black"
"54124",48,"socially","never",73,"straight","m","pisces","white"
"54127",33,"socially","sometimes",74,"straight","m","aries","white"
"54131",29,"socially","sometimes",71,"straight","m","cancer","white"
"54133",29,"socially","never",65,"gay","f","virgo","white"
"54134",40,"socially","never",72,"straight","m","aries","indian"
"54136",42,"socially","never",64,"straight","f","libra","white"
"54137",33,"rarely","never",64,"straight","f","gemini","white"
"54138",57,"rarely","sometimes",72,"straight","m","leo","white"
"54139",33,"socially","never",63,"straight","f","cancer","white"
"54142",33,"often","never",70,"straight","m","cancer","white"
"54143",32,"socially","never",66,"straight","m","capricorn","mixed"
"54144",24,"socially","never",71,"straight","m","leo","white"
"54145",32,"rarely","sometimes",64,"gay","f","capricorn","black"
"54148",26,"socially","never",67,"straight","m","taurus","white"
"54149",26,"often","sometimes",64,"straight","f","scorpio","white"
"54150",59,"socially","never",69,"straight","m","aries","white"
"54151",24,"socially","sometimes",73,"straight","m","capricorn","white"
"54152",27,"socially","sometimes",64,"straight","m","aries","mixed"
"54155",31,"often","never",70,"straight","m","scorpio","white"
"54156",27,"socially","never",63,"straight","m","sagittarius","indian"
"54159",36,"not at all","never",74,"gay","m","aquarius","asian"
"54163",24,"socially","sometimes",74,"straight","m","leo","white"
"54164",27,"socially","sometimes",68,"straight","m","aries","asian"
"54166",46,"socially","never",64,"straight","f","leo","white"
"54168",28,"socially","never",70,"straight","m","aquarius","white"
"54170",23,"socially","never",62,"gay","f","pisces","white"
"54172",24,"socially","never",63,"bisexual","f","aquarius","white"
"54173",41,"socially","never",67,"straight","m","cancer","mixed"
"54175",33,"often","never",70,"straight","m","libra","white"
"54176",37,"socially","never",71,"straight","m","gemini","mixed"
"54177",20,"socially","never",70,"bisexual","m","capricorn","mixed"
"54178",24,"socially","never",62,"straight","f","cancer","hispanic / latin"
"54179",23,"socially","never",64,"straight","f","pisces","white"
"54180",37,"socially","never",74,"gay","m","taurus","black"
"54181",43,"not at all","never",69,"gay","m","virgo","white"
"54182",35,"socially","never",70,"gay","m","virgo","asian"
"54184",23,"socially","never",63,"straight","f","libra","white"
"54186",21,"socially","sometimes",69,"straight","m","virgo","white"
"54189",32,"socially","never",62,"straight","f","cancer","hispanic / latin"
"54193",23,"socially","never",67,"straight","f","pisces","white"
"54194",39,"socially","never",73,"gay","m","cancer","mixed"
"54195",36,"socially","never",68,"bisexual","f","scorpio","white"
"54197",37,"socially","never",60,"straight","f","pisces","black"
"54198",41,"socially","never",67,"straight","f","cancer","white"
"54200",28,"socially","never",64,"straight","m","aquarius","asian"
"54202",31,"socially","never",67,"straight","f","pisces","asian"
"54204",31,"socially","never",70,"straight","m","virgo","white"
"54206",54,"socially","never",67,"straight","f","pisces","white"
"54207",28,"socially","sometimes",68,"straight","m","cancer","white"
"54209",31,"socially","never",71,"straight","m","cancer","white"
"54213",29,"often","never",70,"straight","m","taurus","white"
"54214",48,"socially","sometimes",66,"straight","f","virgo","white"
"54216",24,"socially","never",67,"straight","m","sagittarius","black"
"54217",35,"socially","never",65,"straight","f","pisces","mixed"
"54219",27,"socially","sometimes",70,"straight","m","libra","mixed"
"54220",64,"often","sometimes",72,"straight","m","scorpio","mixed"
"54221",39,"socially","sometimes",70,"straight","m","sagittarius","white"
"54222",34,"socially","never",62,"straight","f","cancer","asian"
"54223",42,"rarely","never",64,"straight","f","sagittarius","mixed"
"54224",47,"socially","never",69,"gay","m","scorpio","white"
"54226",24,"socially","never",64,"straight","f","capricorn","asian"
"54228",31,"socially","sometimes",73,"straight","m","capricorn","white"
"54230",25,"socially","never",65,"straight","m","gemini","asian"
"54231",28,"socially","never",70,"straight","f","aries","white"
"54232",31,"socially","never",62,"straight","f","taurus","asian"
"54233",34,"socially","never",65,"straight","f","taurus","mixed"
"54234",36,"socially","sometimes",64,"straight","f","sagittarius","white"
"54236",38,"socially","never",60,"straight","f","virgo","hispanic / latin"
"54238",22,"socially","never",68,"straight","m","libra","white"
"54240",40,"socially","never",70,"straight","m","scorpio","mixed"
"54241",34,"socially","never",64,"straight","f","capricorn","white"
"54242",63,"socially","never",68,"straight","f","cancer","asian"
"54243",45,"socially","never",59,"straight","f","scorpio","white"
"54244",49,"socially","never",72,"gay","m","gemini","white"
"54245",44,"socially","never",70,"straight","m","libra","white"
"54246",23,"socially","never",69,"straight","m","scorpio","asian"
"54247",24,"socially","never",71,"straight","m","virgo","white"
"54248",40,"socially","never",67,"straight","f","cancer","white"
"54252",25,"socially","never",72,"straight","m","taurus","hispanic / latin"
"54253",35,"socially","never",68,"straight","f","gemini","white"
"54254",26,"rarely","never",70,"straight","m","gemini","asian"
"54255",26,"socially","never",63,"straight","f","aquarius","hispanic / latin"
"54256",29,"socially","never",64,"straight","f","scorpio","white"
"54257",21,"socially","never",67,"straight","f","gemini","indian"
"54259",22,"socially","never",69,"straight","f","virgo","white"
"54261",34,"socially","never",62,"straight","f","capricorn","white"
"54262",44,"socially","never",66,"straight","f","taurus","white"
"54265",36,"socially","never",61,"gay","f","capricorn","mixed"
"54266",42,"not at all","never",73,"straight","m","cancer","asian"
"54270",34,"socially","sometimes",68,"straight","m","gemini","white"
"54271",30,"rarely","never",65,"straight","f","sagittarius","black"
"54272",20,"socially","never",67,"straight","m","libra","hispanic / latin"
"54273",22,"socially","never",59,"straight","f","aries","white"
"54274",37,"rarely","never",65,"straight","f","sagittarius","white"
"54277",29,"socially","sometimes",65,"bisexual","f","aquarius","hispanic / latin"
"54278",31,"socially","never",71,"straight","f","cancer","white"
"54279",23,"socially","never",66,"straight","f","pisces","white"
"54280",36,"often","never",66,"straight","f","taurus","white"
"54282",37,"rarely","never",68,"straight","f","aries","white"
"54283",35,"socially","sometimes",72,"straight","m","virgo","white"
"54285",46,"socially","sometimes",64,"bisexual","f","virgo","white"
"54286",46,"socially","never",62,"straight","f","aries","mixed"
"54288",30,"socially","never",70,"straight","m","leo","mixed"
"54290",31,"socially","never",71,"gay","m","gemini","white"
"54291",23,"socially","never",77,"straight","m","scorpio","white"
"54292",28,"not at all","never",66,"gay","m","scorpio","mixed"
"54294",65,"socially","never",65,"straight","f","gemini","white"
"54296",22,"socially","sometimes",62,"straight","f","capricorn","white"
"54299",28,"socially","never",59,"straight","f","taurus","asian"
"54300",19,"socially","never",69,"straight","f","aries","mixed"
"54301",25,"socially","sometimes",68,"straight","f","aries","white"
"54302",25,"socially","never",67,"straight","f","capricorn","white"
"54304",30,"socially","sometimes",64,"straight","f","pisces","mixed"
"54305",36,"socially","never",69,"straight","m","taurus","white"
